(0,0)	 deðer=3	 durum=bos
(27,26)	 deðer=8	 durum=bos
(27,27)	 deðer=4	 durum=bos
(27,28)	 deðer=6	 durum=bos
(27,29)	 deðer=1	 durum=duvar
(27,30)	 deðer=7	 durum=bos
(27,31)	 deðer=8	 durum=bos
(27,32)	 deðer=9	 durum=bos
(27,33)	 deðer=4	 durum=bos
(27,34)	 deðer=1	 durum=bos
(27,35)	 deðer=1	 durum=bos
(27,36)	 deðer=1	 durum=bos
(27,37)	 deðer=9	 durum=bos
(27,38)	 deðer=7	 durum=bos
(27,39)	 deðer=4	 durum=bos
(27,40)	 deðer=8	 durum=bos
(27,41)	 deðer=6	 durum=bos
(27,42)	 deðer=3	 durum=duvar
(27,43)	 deðer=2	 durum=duvar
(27,44)	 deðer=8	 durum=bos
(27,45)	 deðer=3	 durum=bos
(27,46)	 deðer=7	 durum=bos
(27,47)	 deðer=1	 durum=bos
(27,48)	 deðer=3	 durum=bos
(27,49)	 deðer=5	 durum=bos
(28,0)	 deðer=4	 durum=bos
(28,1)	 deðer=3	 durum=duvar
(28,2)	 deðer=2	 durum=duvar
(28,3)	 deðer=4	 durum=duvar
(28,4)	 deðer=7	 durum=bos
(28,5)	 deðer=1	 durum=bos
(28,6)	 deðer=7	 durum=bos
(28,7)	 deðer=7	 durum=bos
(28,8)	 deðer=7	 durum=bos
(28,9)	 deðer=3	 durum=bos
(28,10)	 deðer=7	 durum=bos
(28,11)	 deðer=3	 durum=bos
(28,12)	 deðer=3	 durum=duvar
(28,13)	 deðer=4	 durum=bos
(28,14)	 deðer=5	 durum=duvar
(28,15)	 deðer=4	 durum=duvar
(28,16)	 deðer=7	 durum=duvar
(28,17)	 deðer=5	 durum=bos
(28,18)	 deðer=8	 durum=bos
(28,19)	 deðer=5	 durum=bos
(28,20)	 deðer=1	 durum=duvar
(28,21)	 deðer=6	 durum=bos
(28,22)	 deðer=5	 durum=bos
(28,23)	 deðer=3	 durum=bos
(28,24)	 deðer=7	 durum=bos
(28,25)	 deðer=1	 durum=bos
(28,26)	 deðer=2	 durum=bos
(28,27)	 deðer=7	 durum=duvar
(28,28)	 deðer=6	 durum=bos
(28,29)	 deðer=4	 durum=bos
(28,30)	 deðer=6	 durum=duvar
(28,31)	 deðer=9	 durum=bos
(28,32)	 deðer=4	 durum=duvar
(28,33)	 deðer=4	 durum=duvar
(28,34)	 deðer=1	 durum=duvar
(28,35)	 deðer=4	 durum=bos
(28,36)	 deðer=5	 durum=bos
(28,37)	 deðer=5	 durum=bos
(28,38)	 deðer=5	 durum=bos
(28,39)	 deðer=1	 durum=bos
(28,40)	 deðer=8	 durum=bos
(28,41)	 deðer=3	 durum=duvar
(28,42)	 deðer=1	 durum=bos
(28,43)	 deðer=4	 durum=bos
(28,44)	 deðer=7	 durum=duvar
(28,45)	 deðer=4	 durum=bos
(28,46)	 deðer=6	 durum=bos
(28,47)	 deðer=6	 durum=bos
(28,48)	 deðer=3	 durum=duvar
(28,49)	 deðer=6	 durum=bos
(29,0)	 deðer=7	 durum=bos
(29,1)	 deðer=9	 durum=duvar
(29,2)	 deðer=3	 durum=bos
(29,3)	 deðer=4	 durum=bos
(29,4)	 deðer=6	 durum=duvar
(29,5)	 deðer=6	 durum=bos
(29,6)	 deðer=1	 durum=bos
(29,7)	 deðer=7	 durum=bos
(29,8)	 deðer=5	 durum=bos
(29,9)	 deðer=3	 durum=duvar
(29,10)	 deðer=2	 durum=duvar
(29,11)	 deðer=8	 durum=duvar
(29,12)	 deðer=1	 durum=bos
(29,13)	 deðer=6	 durum=bos
(29,14)	 deðer=4	 durum=bos
(29,15)	 deðer=3	 durum=bos
(29,16)	 deðer=1	 durum=duvar
(29,17)	 deðer=7	 durum=duvar
(29,18)	 deðer=7	 durum=bos
(29,19)	 deðer=1	 durum=duvar
(29,20)	 deðer=3	 durum=bos
(29,21)	 deðer=6	 durum=bos
(29,22)	 deðer=6	 durum=duvar
(29,23)	 deðer=2	 durum=bos
(29,24)	 deðer=1	 durum=bos
(29,25)	 deðer=2	 durum=bos
(29,26)	 deðer=1	 durum=bos
(29,27)	 deðer=9	 durum=bos
(29,28)	 deðer=9	 durum=bos
(29,29)	 deðer=4	 durum=bos
(29,30)	 deðer=9	 durum=bos
(29,31)	 deðer=6	 durum=duvar
(29,32)	 deðer=6	 durum=bos
(29,33)	 deðer=5	 durum=bos
(29,34)	 deðer=7	 durum=bos
(29,35)	 deðer=5	 durum=bos
(29,36)	 deðer=4	 durum=bos
(29,37)	 deðer=3	 durum=bos
(29,38)	 deðer=9	 durum=bos
(29,39)	 deðer=8	 durum=bos
(29,40)	 deðer=1	 durum=bos
(29,41)	 deðer=6	 durum=bos
(29,42)	 deðer=8	 durum=duvar
(29,43)	 deðer=8	 durum=bos
(29,44)	 deðer=2	 durum=bos
(29,45)	 deðer=1	 durum=bos
(29,46)	 deðer=4	 durum=duvar
(29,47)	 deðer=4	 durum=bos
(29,48)	 deðer=3	 durum=bos
(29,49)	 deðer=9	 durum=duvar
(30,0)	 deðer=6	 durum=duvar
(30,1)	 deðer=6	 durum=bos
(30,2)	 deðer=4	 durum=duvar
(30,3)	 deðer=2	 durum=bos
(30,4)	 deðer=9	 durum=bos
(30,5)	 deðer=9	 durum=bos
(30,6)	 deðer=8	 durum=bos
(30,7)	 deðer=8	 durum=bos
(30,8)	 deðer=1	 durum=bos
(30,9)	 deðer=8	 durum=duvar
(30,10)	 deðer=8	 durum=bos
(30,11)	 deðer=9	 durum=bos
(30,12)	 deðer=3	 durum=duvar
(30,13)	 deðer=3	 durum=bos
(30,14)	 deðer=4	 durum=bos
(30,15)	 deðer=6	 durum=bos
(30,16)	 deðer=8	 durum=bos
(30,17)	 deðer=1	 durum=bos
(30,18)	 deðer=6	 durum=duvar
(30,19)	 deðer=4	 durum=bos
(30,20)	 deðer=7	 durum=duvar
(30,21)	 deðer=7	 durum=duvar
(30,22)	 deðer=3	 durum=bos
(30,23)	 deðer=5	 durum=duvar
(30,24)	 deðer=1	 durum=bos
(30,25)	 deðer=7	 durum=bos
(30,26)	 deðer=4	 durum=bos
(30,27)	 deðer=7	 durum=bos
(30,28)	 deðer=6	 durum=bos
(30,29)	 deðer=4	 durum=duvar
(30,30)	 deðer=6	 durum=duvar
(30,31)	 deðer=2	 durum=duvar
(30,32)	 deðer=3	 durum=duvar
(30,33)	 deðer=5	 durum=bos
(30,34)	 deðer=2	 durum=bos
(30,35)	 deðer=7	 durum=bos
(30,36)	 deðer=3	 durum=bos
(30,37)	 deðer=7	 durum=duvar
(30,38)	 deðer=8	 durum=bos
(30,39)	 deðer=8	 durum=bos
(30,40)	 deðer=7	 durum=duvar
(30,41)	 deðer=2	 durum=duvar
(30,42)	 deðer=6	 durum=bos
(30,43)	 deðer=8	 durum=bos
(30,44)	 deðer=9	 durum=bos
(30,45)	 deðer=4	 durum=bos
(30,46)	 deðer=3	 durum=bos
(30,47)	 deðer=9	 durum=duvar
(30,48)	 deðer=6	 durum=duvar
(30,49)	 deðer=9	 durum=bos
(31,0)	 deðer=3	 durum=bos
(31,1)	 deðer=6	 durum=duvar
(31,2)	 deðer=3	 durum=bos
(31,3)	 deðer=1	 durum=bos
(31,4)	 deðer=2	 durum=bos
(31,5)	 deðer=9	 durum=bos
(31,6)	 deðer=2	 durum=bos
(31,7)	 deðer=2	 durum=duvar
(31,8)	 deðer=2	 durum=bos
(31,9)	 deðer=5	 durum=bos
(31,10)	 deðer=9	 durum=bos
(31,11)	 deðer=6	 durum=bos
(31,12)	 deðer=2	 durum=bos
(31,13)	 deðer=5	 durum=bos
(31,14)	 deðer=3	 durum=bos
(31,15)	 deðer=3	 durum=duvar
(31,16)	 deðer=5	 durum=bos
(31,17)	 deðer=3	 durum=bos
(31,18)	 deðer=9	 durum=duvar
(31,19)	 deðer=8	 durum=duvar
(31,20)	 deðer=9	 durum=bos
(31,21)	 deðer=1	 durum=duvar
(31,22)	 deðer=7	 durum=bos
(31,23)	 deðer=5	 durum=duvar
(31,24)	 deðer=7	 durum=duvar
(31,25)	 deðer=3	 durum=bos
(31,26)	 deðer=2	 durum=duvar
(31,27)	 deðer=1	 durum=duvar
(31,28)	 deðer=2	 durum=duvar
(31,29)	 deðer=5	 durum=bos
(31,30)	 deðer=5	 durum=bos
(31,31)	 deðer=8	 durum=bos
(31,32)	 deðer=4	 durum=duvar
(31,33)	 deðer=4	 durum=bos
(31,34)	 deðer=1	 durum=bos
(31,35)	 deðer=7	 durum=duvar
(31,36)	 deðer=6	 durum=bos
(31,37)	 deðer=3	 durum=duvar
(31,38)	 deðer=2	 durum=bos
(31,39)	 deðer=8	 durum=bos
(31,40)	 deðer=7	 durum=bos
(31,41)	 deðer=9	 durum=bos
(31,42)	 deðer=5	 durum=duvar
(31,43)	 deðer=5	 durum=bos
(31,44)	 deðer=1	 durum=bos
(31,45)	 deðer=4	 durum=duvar
(31,46)	 deðer=2	 durum=bos
(31,47)	 deðer=4	 durum=bos
(31,48)	 deðer=9	 durum=bos
(31,49)	 deðer=1	 durum=duvar
(32,0)	 deðer=4	 durum=bos
(32,1)	 deðer=2	 durum=duvar
(32,2)	 deðer=9	 durum=bos
(32,3)	 deðer=6	 durum=duvar
(32,4)	 deðer=4	 durum=duvar
(32,5)	 deðer=1	 durum=bos
(32,6)	 deðer=2	 durum=duvar
(32,7)	 deðer=9	 durum=bos
(32,8)	 deðer=8	 durum=bos
(32,9)	 deðer=6	 durum=bos
(32,10)	 deðer=2	 durum=duvar
(32,11)	 deðer=2	 durum=bos
(32,12)	 deðer=1	 durum=bos
(32,13)	 deðer=5	 durum=duvar
(32,14)	 deðer=2	 durum=bos
(32,15)	 deðer=2	 durum=bos
(32,16)	 deðer=3	 durum=bos
(32,17)	 deðer=3	 durum=bos
(32,18)	 deðer=4	 durum=bos
(32,19)	 deðer=7	 durum=duvar
(32,20)	 deðer=8	 durum=bos
(32,21)	 deðer=4	 durum=bos
(32,22)	 deðer=3	 durum=bos
(32,23)	 deðer=3	 durum=bos
(32,24)	 deðer=1	 durum=duvar
(32,25)	 deðer=7	 durum=bos
(32,26)	 deðer=5	 durum=duvar
(32,27)	 deðer=8	 durum=bos
(32,28)	 deðer=9	 durum=bos
(32,29)	 deðer=8	 durum=bos
(32,30)	 deðer=4	 durum=bos
(32,31)	 deðer=7	 durum=bos
(32,32)	 deðer=1	 durum=bos
(32,33)	 deðer=7	 durum=bos
(32,34)	 deðer=5	 durum=duvar
(32,35)	 deðer=5	 durum=bos
(32,36)	 deðer=2	 durum=bos
(32,37)	 deðer=4	 durum=bos
(32,38)	 deðer=7	 durum=bos
(32,39)	 deðer=4	 durum=duvar
(32,40)	 deðer=2	 durum=hedef
(32,41)	 deðer=2	 durum=bos
(32,42)	 deðer=1	 durum=bos
(32,43)	 deðer=1	 durum=bos
(32,44)	 deðer=5	 durum=duvar
(32,45)	 deðer=1	 durum=bos
(32,46)	 deðer=8	 durum=duvar
(32,47)	 deðer=1	 durum=duvar
(32,48)	 deðer=9	 durum=bos
(32,49)	 deðer=7	 durum=bos
(33,0)	 deðer=5	 durum=bos
(33,1)	 deðer=2	 durum=bos
(33,2)	 deðer=5	 durum=duvar
(33,3)	 deðer=8	 durum=bos
(33,4)	 deðer=9	 durum=bos
(33,5)	 deðer=3	 durum=bos
(33,6)	 deðer=4	 durum=duvar
(33,7)	 deðer=9	 durum=bos
(33,8)	 deðer=5	 durum=duvar
(33,9)	 deðer=4	 durum=bos
(33,10)	 deðer=2	 durum=duvar
(33,11)	 deðer=9	 durum=bos
(33,12)	 deðer=3	 durum=duvar
(33,13)	 deðer=2	 durum=duvar
(33,14)	 deðer=5	 durum=bos
(33,15)	 deðer=8	 durum=duvar
(33,16)	 deðer=4	 durum=bos
(33,17)	 deðer=6	 durum=bos
(33,18)	 deðer=4	 durum=duvar
(33,19)	 deðer=3	 durum=bos
(33,20)	 deðer=9	 durum=bos
(33,21)	 deðer=1	 durum=duvar
(33,22)	 deðer=2	 durum=duvar
(33,23)	 deðer=9	 durum=bos
(33,24)	 deðer=5	 durum=bos
(33,25)	 deðer=3	 durum=bos
(33,26)	 deðer=9	 durum=bos
(33,27)	 deðer=1	 durum=bos
(33,28)	 deðer=9	 durum=bos
(33,29)	 deðer=9	 durum=bos
(33,30)	 deðer=9	 durum=bos
(33,31)	 deðer=9	 durum=duvar
(33,32)	 deðer=2	 durum=duvar
(33,33)	 deðer=3	 durum=bos
(33,34)	 deðer=4	 durum=duvar
(33,35)	 deðer=5	 durum=bos
(33,36)	 deðer=8	 durum=bos
(33,37)	 deðer=8	 durum=bos
(33,38)	 deðer=3	 durum=duvar
(33,39)	 deðer=1	 durum=bos
(33,40)	 deðer=1	 durum=duvar
(33,41)	 deðer=8	 durum=bos
(33,42)	 deðer=4	 durum=bos
(33,43)	 deðer=5	 durum=bos
(33,44)	 deðer=1	 durum=duvar
(33,45)	 deðer=1	 durum=bos
(33,46)	 deðer=1	 durum=bos
(33,47)	 deðer=7	 durum=duvar
(33,48)	 deðer=7	 durum=bos
(33,49)	 deðer=1	 durum=bos
(34,0)	 deðer=4	 durum=bos
(34,1)	 deðer=4	 durum=bos
(34,2)	 deðer=5	 durum=bos
(34,3)	 deðer=8	 durum=duvar
(34,4)	 deðer=9	 durum=bos
(34,5)	 deðer=4	 durum=duvar
(34,6)	 deðer=4	 durum=bos
(34,7)	 deðer=9	 durum=duvar
(34,8)	 deðer=2	 durum=bos
(34,9)	 deðer=2	 durum=bos
(34,10)	 deðer=2	 durum=bos
(34,11)	 deðer=2	 durum=bos
(34,12)	 deðer=6	 durum=bos
(34,13)	 deðer=1	 durum=duvar
(34,14)	 deðer=9	 durum=bos
(34,15)	 deðer=3	 durum=bos
(34,16)	 deðer=7	 durum=bos
(34,17)	 deðer=5	 durum=bos
(34,18)	 deðer=6	 durum=duvar
(34,19)	 deðer=8	 durum=duvar
(34,20)	 deðer=9	 durum=duvar
(34,21)	 deðer=6	 durum=bos
(34,22)	 deðer=3	 durum=duvar
(34,23)	 deðer=3	 durum=bos
(34,24)	 deðer=7	 durum=bos
(34,25)	 deðer=5	 durum=bos
(34,26)	 deðer=5	 durum=bos
(34,27)	 deðer=5	 durum=duvar
(34,28)	 deðer=5	 durum=bos
(34,29)	 deðer=2	 durum=bos
(34,30)	 deðer=2	 durum=bos
(34,31)	 deðer=3	 durum=bos
(34,32)	 deðer=6	 durum=bos
(34,33)	 deðer=1	 durum=duvar
(34,34)	 deðer=1	 durum=bos
(34,35)	 deðer=3	 durum=bos
(34,36)	 deðer=2	 durum=bos
(34,37)	 deðer=3	 durum=duvar
(34,38)	 deðer=8	 durum=duvar
(34,39)	 deðer=6	 durum=bos
(34,40)	 deðer=7	 durum=bos
(34,41)	 deðer=3	 durum=bos
(34,42)	 deðer=2	 durum=bos
(34,43)	 deðer=4	 durum=bos
(34,44)	 deðer=6	 durum=duvar
(34,45)	 deðer=8	 durum=duvar
(34,46)	 deðer=4	 durum=duvar
(34,47)	 deðer=5	 durum=bos
(34,48)	 deðer=9	 durum=duvar
(34,49)	 deðer=4	 durum=bos
(35,0)	 deðer=6	 durum=duvar
(35,1)	 deðer=3	 durum=duvar
(35,2)	 deðer=1	 durum=bos
(35,3)	 deðer=8	 durum=duvar
(35,4)	 deðer=4	 durum=duvar
(35,5)	 deðer=7	 durum=bos
(35,6)	 deðer=1	 durum=duvar
(35,7)	 deðer=6	 durum=duvar
(35,8)	 deðer=7	 durum=duvar
(35,9)	 deðer=7	 durum=bos
(35,10)	 deðer=7	 durum=duvar
(35,11)	 deðer=5	 durum=bos
(35,12)	 deðer=7	 durum=bos
(35,13)	 deðer=4	 durum=duvar
(35,14)	 deðer=9	 durum=bos
(35,15)	 deðer=1	 durum=bos
(35,16)	 deðer=6	 durum=duvar
(35,17)	 deðer=6	 durum=duvar
(35,18)	 deðer=8	 durum=bos
(35,19)	 deðer=5	 durum=bos
(35,20)	 deðer=7	 durum=bos
(35,21)	 deðer=7	 durum=bos
(35,22)	 deðer=1	 durum=bos
(35,23)	 deðer=4	 durum=bos
(35,24)	 deðer=4	 durum=duvar
(35,25)	 deðer=2	 durum=bos
(35,26)	 deðer=2	 durum=bos
(35,27)	 deðer=9	 durum=duvar
(35,28)	 deðer=7	 durum=duvar
(35,29)	 deðer=7	 durum=duvar
(35,30)	 deðer=3	 durum=duvar
(35,31)	 deðer=2	 durum=bos
(35,32)	 deðer=1	 durum=bos
(35,33)	 deðer=6	 durum=bos
(35,34)	 deðer=4	 durum=bos
(35,35)	 deðer=8	 durum=bos
(35,36)	 deðer=2	 durum=bos
(35,37)	 deðer=8	 durum=bos
(35,38)	 deðer=8	 durum=duvar
(35,39)	 deðer=1	 durum=duvar
(35,40)	 deðer=1	 durum=bos
(35,41)	 deðer=2	 durum=bos
(35,42)	 deðer=1	 durum=bos
(35,43)	 deðer=8	 durum=bos
(35,44)	 deðer=9	 durum=bos
(35,45)	 deðer=1	 durum=bos
(35,46)	 deðer=2	 durum=bos
(35,47)	 deðer=4	 durum=bos
(35,48)	 deðer=1	 durum=duvar
(35,49)	 deðer=3	 durum=bos
(36,0)	 deðer=6	 durum=bos
(36,1)	 deðer=6	 durum=bos
(36,2)	 deðer=7	 durum=bos
(36,3)	 deðer=3	 durum=bos
(36,4)	 deðer=6	 durum=duvar
(36,5)	 deðer=8	 durum=bos
(36,6)	 deðer=7	 durum=bos
(36,7)	 deðer=5	 durum=bos
(36,8)	 deðer=9	 durum=bos
(36,9)	 deðer=1	 durum=bos
(36,10)	 deðer=2	 durum=bos
(36,11)	 deðer=3	 durum=bos
(36,12)	 deðer=9	 durum=bos
(36,13)	 deðer=9	 durum=bos
(36,14)	 deðer=2	 durum=bos
(36,15)	 deðer=2	 durum=bos
(36,16)	 deðer=3	 durum=bos
(36,17)	 deðer=9	 durum=bos
(36,18)	 deðer=4	 durum=bos
(36,19)	 deðer=3	 durum=bos
(36,20)	 deðer=5	 durum=bos
(36,21)	 deðer=6	 durum=duvar
(36,22)	 deðer=6	 durum=duvar
(36,23)	 deðer=9	 durum=duvar
(36,24)	 deðer=2	 durum=bos
(36,25)	 deðer=2	 durum=duvar
(36,26)	 deðer=5	 durum=duvar
(36,27)	 deðer=5	 durum=bos
(36,28)	 deðer=7	 durum=bos
(36,29)	 deðer=4	 durum=bos
(36,30)	 deðer=6	 durum=bos
(36,31)	 deðer=6	 durum=duvar
(36,32)	 deðer=3	 durum=bos
(36,33)	 deðer=2	 durum=bos
(36,34)	 deðer=5	 durum=bos
(36,35)	 deðer=3	 durum=bos
(36,36)	 deðer=3	 durum=bos
(36,37)	 deðer=8	 durum=bos
(36,38)	 deðer=3	 durum=bos
(36,39)	 deðer=4	 durum=bos
(36,40)	 deðer=8	 durum=bos
(36,41)	 deðer=9	 durum=duvar
(36,42)	 deðer=1	 durum=duvar
(36,43)	 deðer=3	 durum=duvar
(36,44)	 deðer=8	 durum=duvar
(36,45)	 deðer=7	 durum=bos
(36,46)	 deðer=2	 durum=bos
(36,47)	 deðer=8	 durum=bos
(36,48)	 deðer=7	 durum=bos
(36,49)	 deðer=5	 durum=duvar
(37,0)	 deðer=3	 durum=duvar
(37,1)	 deðer=8	 durum=bos
(37,2)	 deðer=8	 durum=bos
(37,3)	 deðer=6	 durum=bos
(37,4)	 deðer=5	 durum=bos
(37,5)	 deðer=7	 durum=bos
(37,6)	 deðer=2	 durum=duvar
(37,7)	 deðer=8	 durum=duvar
(37,8)	 deðer=1	 durum=bos
(37,9)	 deðer=5	 durum=bos
(37,10)	 deðer=2	 durum=bos
(37,11)	 deðer=8	 durum=bos
(37,12)	 deðer=3	 durum=bos
(37,13)	 deðer=2	 durum=bos
(37,14)	 deðer=7	 durum=bos
(37,15)	 deðer=2	 durum=bos
(37,16)	 deðer=5	 durum=duvar
(37,17)	 deðer=2	 durum=bos
(37,18)	 deðer=9	 durum=bos
(37,19)	 deðer=7	 durum=bos
(37,20)	 deðer=6	 durum=bos
(37,21)	 deðer=2	 durum=bos
(37,22)	 deðer=4	 durum=bos
(37,23)	 deðer=5	 durum=duvar
(37,24)	 deðer=4	 durum=bos
(37,25)	 deðer=3	 durum=bos
(37,26)	 deðer=9	 durum=duvar
(37,27)	 deðer=2	 durum=bos
(37,28)	 deðer=2	 durum=bos
(37,29)	 deðer=9	 durum=duvar
(37,30)	 deðer=8	 durum=bos
(37,31)	 deðer=3	 durum=duvar
(37,32)	 deðer=6	 durum=bos
(37,33)	 deðer=6	 durum=duvar
(37,34)	 deðer=1	 durum=bos
(37,35)	 deðer=1	 durum=bos
(37,36)	 deðer=2	 durum=bos
(37,37)	 deðer=6	 durum=bos
(37,38)	 deðer=7	 durum=bos
(37,39)	 deðer=4	 durum=duvar
(37,40)	 deðer=9	 durum=duvar
(37,41)	 deðer=3	 durum=bos
(37,42)	 deðer=8	 durum=bos
(37,43)	 deðer=8	 durum=bos
(37,44)	 deðer=4	 durum=duvar
(37,45)	 deðer=7	 durum=bos
(37,46)	 deðer=7	 durum=bos
(37,47)	 deðer=9	 durum=bos
(37,48)	 deðer=1	 durum=bos
(37,49)	 deðer=5	 durum=duvar
(38,0)	 deðer=5	 durum=duvar
(38,1)	 deðer=9	 durum=bos
(38,2)	 deðer=3	 durum=duvar
(38,3)	 deðer=7	 durum=bos
(38,4)	 deðer=9	 durum=bos
(38,5)	 deðer=5	 durum=bos
(38,6)	 deðer=7	 durum=bos
(38,7)	 deðer=8	 durum=bos
(38,8)	 deðer=5	 durum=duvar
(38,9)	 deðer=5	 durum=bos
(38,10)	 deðer=9	 durum=bos
(38,11)	 deðer=7	 durum=bos
(38,12)	 deðer=1	 durum=bos
(38,13)	 deðer=3	 durum=bos
(38,14)	 deðer=2	 durum=bos
(38,15)	 deðer=9	 durum=bos
(38,16)	 deðer=1	 durum=duvar
(38,17)	 deðer=7	 durum=bos
(38,18)	 deðer=7	 durum=duvar
(38,19)	 deðer=7	 durum=bos
(38,20)	 deðer=6	 durum=bos
(38,21)	 deðer=1	 durum=duvar
(38,22)	 deðer=9	 durum=duvar
(38,23)	 deðer=5	 durum=bos
(38,24)	 deðer=2	 durum=bos
(38,25)	 deðer=5	 durum=bos
(38,26)	 deðer=7	 durum=bos
(38,27)	 deðer=8	 durum=bos
(38,28)	 deðer=1	 durum=bos
(38,29)	 deðer=4	 durum=bos
(38,30)	 deðer=3	 durum=duvar
(38,31)	 deðer=6	 durum=bos
(38,32)	 deðer=6	 durum=duvar
(38,33)	 deðer=1	 durum=bos
(38,34)	 deðer=6	 durum=duvar
(38,35)	 deðer=2	 durum=duvar
(38,36)	 deðer=2	 durum=bos
(38,37)	 deðer=7	 durum=bos
(38,38)	 deðer=2	 durum=bos
(38,39)	 deðer=3	 durum=duvar
(38,40)	 deðer=2	 durum=duvar
(38,41)	 deðer=9	 durum=duvar
(38,42)	 deðer=9	 durum=bos
(38,43)	 deðer=3	 durum=bos
(38,44)	 deðer=9	 durum=bos
(38,45)	 deðer=4	 durum=bos
(38,46)	 deðer=5	 durum=bos
(38,47)	 deðer=2	 durum=bos
(38,48)	 deðer=9	 durum=duvar
(38,49)	 deðer=4	 durum=bos
(39,0)	 deðer=9	 durum=duvar
(39,1)	 deðer=3	 durum=bos
(39,2)	 deðer=7	 durum=bos
(39,3)	 deðer=2	 durum=duvar
(39,4)	 deðer=6	 durum=bos
(39,5)	 deðer=2	 durum=bos
(39,6)	 deðer=1	 durum=duvar
(39,7)	 deðer=9	 durum=bos
(39,8)	 deðer=5	 durum=bos
(39,9)	 deðer=4	 durum=duvar
(39,10)	 deðer=7	 durum=bos
(39,11)	 deðer=4	 durum=bos
(39,12)	 deðer=3	 durum=bos
(39,13)	 deðer=5	 durum=bos
(39,14)	 deðer=7	 durum=bos
(39,15)	 deðer=7	 durum=duvar
(39,16)	 deðer=2	 durum=duvar
(39,17)	 deðer=2	 durum=bos
(39,18)	 deðer=6	 durum=bos
(39,19)	 deðer=5	 durum=duvar
(39,20)	 deðer=5	 durum=bos
(39,21)	 deðer=1	 durum=bos
(39,22)	 deðer=2	 durum=duvar
(39,23)	 deðer=1	 durum=duvar
(39,24)	 deðer=6	 durum=bos
(39,25)	 deðer=1	 durum=bos
(39,26)	 deðer=9	 durum=bos
(39,27)	 deðer=9	 durum=bos
(39,28)	 deðer=3	 durum=bos
(39,29)	 deðer=7	 durum=bos
(39,30)	 deðer=1	 durum=bos
(39,31)	 deðer=4	 durum=bos
(39,32)	 deðer=6	 durum=bos
(39,33)	 deðer=6	 durum=bos
(39,34)	 deðer=9	 durum=bos
(39,35)	 deðer=4	 durum=bos
(39,36)	 deðer=5	 durum=bos
(39,37)	 deðer=9	 durum=bos
(39,38)	 deðer=8	 durum=duvar
(39,39)	 deðer=7	 durum=bos
(39,40)	 deðer=3	 durum=duvar
(39,41)	 deðer=1	 durum=bos
(39,42)	 deðer=7	 durum=bos
(39,43)	 deðer=8	 durum=bos
(39,44)	 deðer=6	 durum=bos
(39,45)	 deðer=6	 durum=duvar
(39,46)	 deðer=1	 durum=duvar
(39,47)	 deðer=3	 durum=bos
(39,48)	 deðer=6	 durum=bos
(39,49)	 deðer=8	 durum=bos
(40,0)	 deðer=1	 durum=duvar
(40,1)	 deðer=3	 durum=duvar
(40,2)	 deðer=4	 durum=duvar
(40,3)	 deðer=7	 durum=bos
(40,4)	 deðer=5	 durum=duvar
(40,5)	 deðer=8	 durum=bos
(40,6)	 deðer=1	 durum=duvar
(40,7)	 deðer=9	 durum=bos
(40,8)	 deðer=2	 durum=bos
(40,9)	 deðer=7	 durum=bos
(40,10)	 deðer=3	 durum=bos
(40,11)	 deðer=9	 durum=bos
(40,12)	 deðer=8	 durum=duvar
(40,13)	 deðer=8	 durum=bos
(40,14)	 deðer=2	 durum=bos
(40,15)	 deðer=5	 durum=bos
(40,16)	 deðer=5	 durum=bos
(40,17)	 deðer=4	 durum=duvar
(40,18)	 deðer=9	 durum=duvar
(40,19)	 deðer=4	 durum=bos
(40,20)	 deðer=1	 durum=bos
(40,21)	 deðer=4	 durum=bos
(40,22)	 deðer=2	 durum=duvar
(40,23)	 deðer=8	 durum=bos
(40,24)	 deðer=9	 durum=duvar
(40,25)	 deðer=3	 durum=bos
(40,26)	 deðer=3	 durum=bos
(40,27)	 deðer=8	 durum=bos
(40,28)	 deðer=9	 durum=bos
(40,29)	 deðer=9	 durum=bos
(40,30)	 deðer=5	 durum=bos
(40,31)	 deðer=3	 durum=bos
(40,32)	 deðer=5	 durum=duvar
(40,33)	 deðer=6	 durum=bos
(40,34)	 deðer=3	 durum=bos
(40,35)	 deðer=8	 durum=bos
(40,36)	 deðer=4	 durum=duvar
(40,37)	 deðer=2	 durum=bos
(40,38)	 deðer=9	 durum=bos
(40,39)	 deðer=2	 durum=bos
(40,40)	 deðer=4	 durum=duvar
(40,41)	 deðer=5	 durum=bos
(40,42)	 deðer=8	 durum=duvar
(40,43)	 deðer=8	 durum=duvar
(40,44)	 deðer=3	 durum=bos
(40,45)	 deðer=1	 durum=bos
(40,46)	 deðer=8	 durum=duvar
(40,47)	 deðer=5	 durum=bos
(40,48)	 deðer=2	 durum=bos
(40,49)	 deðer=3	 durum=duvar
(41,0)	 deðer=1	 durum=bos
(41,1)	 deðer=1	 durum=bos
(41,2)	 deðer=6	 durum=bos
(41,3)	 deðer=9	 durum=bos
(41,4)	 deðer=1	 durum=duvar
(41,5)	 deðer=6	 durum=bos
(41,6)	 deðer=1	 durum=bos
(41,7)	 deðer=5	 durum=duvar
(41,8)	 deðer=3	 durum=bos
(41,9)	 deðer=3	 durum=bos
(41,10)	 deðer=6	 durum=duvar
(41,11)	 deðer=3	 durum=bos
(41,12)	 deðer=5	 durum=bos
(41,13)	 deðer=5	 durum=bos
